CN-110136218-B;28/10/22
US-11449783-B2;20/09/22
US-11424907-B2;23/08/22
US-11651075-B2;16/05/23
CN-107580472-B;29/09/20
EP-3192018-B1;21/08/19
US-12147873-B2;19/11/24
US-11080155-B2;03/08/21
JP-7100817-B2;14/07/22
US-8964298-B2;24/02/15
US-11468998-B2;11/10/22
CN-114492810-B;24/03/23
US-10819511-B2;27/10/20
EP-3146463-B1;13/05/20
US-10354377-B2;16/07/19
CN-108198196-B;08/10/21
US-12026587-B2;02/07/24
US-11924183-B2;05/03/24
US-11531852-B2;20/12/22
JP-6946572-B2;06/10/21
CN-114638845-B;06/08/24
US-10102479-B2;16/10/18
US-12079162-B2;03/09/24
US-11169801-B2;09/11/21
US-11295223-B2;05/04/22
CN-105981082-B;31/08/18
US-11010518-B2;18/05/21
CN-111353607-B;07/09/21
US-11797197-B1;24/10/23
CN-114580643-B;28/04/23
US-11599344-B2;07/03/23
US-9861296-B2;09/01/18
US-11581943-B2;14/02/23
US-11676057-B2;13/06/23
JP-7366484-B2;23/10/23
CN-116187463-B;03/10/23
US-12039306-B1;16/07/24
EP-3221822-B1;29/05/24
CN-102708065-B;07/12/16
US-11526408-B2;13/12/22
JP-7273753-B2;15/05/23
US-11669386-B1;06/06/23
US-12177301-B2;24/12/24
US-9026574-B2;05/05/15
CN-103027748-B;24/11/17
US-10936191-B1;02/03/21
JP-7499540-B2;14/06/24
US-11068389-B2;20/07/21
US-12019764-B2;25/06/24
CN-106852175-B;03/12/19
US-10929294-B2;23/02/21
US-11893454-B1;06/02/24
US-12159097-B2;03/12/24
US-11222279-B2;11/01/22
CN-112232512-B;29/09/23
CN-109310426-B;09/07/21
CN-107580477-B;06/07/21
US-11663097-B2;30/05/23
US-10592814-B2;17/03/20
CN-107979988-B;07/05/21
US-11868622-B2;09/01/24
CN-113614753-B;19/09/23
CN-107530077-B;18/12/20
US-10242365-B2;26/03/19
US-12106182-B2;01/10/24
US-12141058-B2;12/11/24
US-11972134-B2;30/04/24
US-9143392-B2;22/09/15
US-12039166-B2;16/07/24
US-9064067-B2;23/06/15
CN-111626424-B;18/08/23
US-11636370-B2;25/04/23
US-11966707-B2;23/04/24
US-9424277-B2;23/08/16
CN-107530082-B;01/01/21
US-9892069-B2;13/02/18
CN-107530081-B;16/04/21
US-10539787-B2;21/01/20
US-12001525-B1;04/06/24
US-11537928-B2;27/12/22
US-10448126-B2;15/10/19
CN-109310422-B;12/10/21
CN-109310428-B;08/10/21
US-11736122-B1;22/08/23
CN-102449560-B;21/12/16
US-10297703-B2;21/05/19
US-12086650-B2;10/09/24
CN-104487946-B;18/09/18
CN-109310423-B;14/09/21
CN-109310425-B;12/08/22
CN-103946732-B;14/06/19
US-11983605-B2;14/05/24
CN-109310421-B;15/07/22
US-9128281-B2;08/09/15
CN-115345309-B;19/07/24
CN-115526328-B;30/05/23
US-11580283-B2;14/02/23
US-11010517-B2;18/05/21
CN-110785131-B;18/04/23
JP-7146886-B2;04/10/22
CN-109414265-B;09/11/21
CN-104363849-B;04/05/18
US-11288540-B2;29/03/22
US-10063493-B2;28/08/18
US-11901957-B2;13/02/24
TW-I731882-B;01/07/21
JP-6149063-B2;14/06/17
US-11475010-B2;18/10/22
US-10439737-B2;08/10/19
US-10804383-B2;13/10/20
US-10291590-B2;14/05/19
US-10372891-B2;06/08/19
US-9767013-B1;19/09/17
US-10164834-B2;25/12/18
RU-2684481-C1;09/04/19
CN-103699446-B;15/02/17
JP-7402391-B2;21/12/23
US-10482361-B2;19/11/19
US-10559630-B2;11/02/20
JP-6951298-B2;20/10/21
JP-6649468-B2;19/02/20
US-10324009-B2;18/06/19
US-11765432-B2;19/09/23
US-11499867-B2;15/11/22
CN-112040361-B;13/05/22
US-12028914-B2;02/07/24
US-10832665-B2;10/11/20
US-11850058-B2;26/12/23
US-10802488-B1;13/10/20
US-10735220-B2;04/08/20
US-10254830-B2;09/04/19
US-10426358-B2;01/10/19
US-9947800-B2;17/04/18
US-10453388-B2;22/10/19
US-12073220-B2;27/08/24
US-12079126-B2;03/09/24
AU-2020104438-A4;12/08/21
US-11860794-B2;02/01/24
US-10567840-B2;18/02/20
US-11914547-B2;27/02/24
US-11721266-B2;08/08/23
US-12032210-B2;09/07/24
US-11861072-B2;02/01/24
US-10557167-B2;11/02/20
CN-111767143-B;08/08/23
CN-107677285-B;28/05/19
US-10235239-B2;19/03/19
US-12096077-B2;17/09/24
CN-106919689-B;11/05/18
EP-3560140-B1;26/05/21
CN-109541584-B;20/05/22
US-11522117-B2;06/12/22
US-11690164-B2;27/06/23
EP-3555591-B1;06/07/22
JP-7167194-B2;08/11/22
US-10466492-B2;05/11/19
US-11478665-B2;25/10/22
US-11443217-B2;13/09/22
CN-110651323-B;09/04/21
US-10099381-B1;16/10/18
CN-115145529-B;09/05/23
US-11835410-B2;05/12/23
US-11703800-B2;18/07/23
RU-2707744-C1;29/11/19
US-11962681-B2;16/04/24
US-12148343-B2;19/11/24
DE-112017003042-B4;29/05/24
CN-109196653-B;13/09/22
US-10674208-B2;02/06/20
US-10108844-B2;23/10/18
JP-7114714-B2;08/08/22
CN-111049825-B;30/11/21
JP-6876796-B2;26/05/21
US-11683850-B2;20/06/23
US-11194882-B1;07/12/21
US-11949491-B2;02/04/24
US-12182019-B2;31/12/24
US-11537587-B2;27/12/22
US-10871503-B1;22/12/20
US-9692997-B2;27/06/17
CN-115698914-B;15/03/24
US-11955934-B2;09/04/24
US-10817441-B2;27/10/20
US-11110274-B2;07/09/21
US-11831647-B2;28/11/23
JP-6608988-B2;20/11/19
US-11792478-B2;17/10/23
US-11189210-B2;30/11/21
US-11044331-B2;22/06/21
TW-I706653-B;01/10/20
US-11893653-B2;06/02/24
US-11538556-B2;27/12/22
US-10904518-B2;26/01/21
US-10436710-B2;08/10/19
CN-112717370-B;14/07/23
CN-112422863-B;12/04/22
CN-110381197-B;15/06/21
JP-7309500-B2;18/07/23
CN-112351322-B;23/08/22
US-11422092-B2;23/08/22
US-11150733-B2;19/10/21
US-10713865-B2;14/07/20
JP-7268072-B2;02/05/23
CN-110364151-B;30/01/24
CN-110381345-B;15/12/20
US-11747370-B2;05/09/23
US-10658567-B2;19/05/20
US-11193925-B2;07/12/21
US-11601323-B2;07/03/23
US-10891612-B2;12/01/21
US-11863806-B2;02/01/24
US-10878732-B2;29/12/20
US-10911544-B2;02/02/21
US-11048894-B2;29/06/21
US-11724078-B2;15/08/23
US-11501393-B2;15/11/22
JP-7200378-B2;06/01/23
US-11632504-B2;18/04/23
US-11663766-B2;30/05/23
US-11915105-B2;27/02/24
US-9934469-B1;03/04/18
KR-102580080-B1;18/09/23
JP-7041860-B2;25/03/22
EP-4024188-B1;29/05/24
US-10893048-B2;12/01/21
JP-7153699-B2;14/10/22
US-9753674-B2;05/09/17
US-11315330-B1;26/04/22
US-11467266-B2;11/10/22
US-11477529-B2;18/10/22
US-11119219-B1;14/09/21
US-11087865-B2;10/08/21
JP-7299269-B2;27/06/23
US-11110941-B2;07/09/21
US-12120370-B2;15/10/24
US-11474575-B2;18/10/22
US-10690853-B2;23/06/20
US-11985444-B2;14/05/24
US-11924216-B2;05/03/24
US-10345678-B2;09/07/19
US-11854549-B2;26/12/23
US-12079226-B2;03/09/24
US-11511242-B2;29/11/22
RU-2711864-C2;22/01/20
JP-7273928-B2;15/05/23
US-11782975-B1;10/10/23
US-11880041-B2;23/01/24
US-11809022-B2;07/11/23
US-11915816-B2;27/02/24
US-12055722-B2;06/08/24
KR-102695480-B1;16/08/24
JP-7598405-B2;11/12/24
US-10593879-B2;17/03/20
US-11809145-B2;07/11/23
CN-109376870-B;23/04/21
CN-113760427-B;16/12/22
US-10719863-B2;21/07/20
US-10740719-B2;11/08/20
US-11085984-B2;10/08/21
US-11537528-B1;27/12/22
US-10914653-B2;09/02/21
US-12028459-B2;02/07/24
CN-103502946-B;15/02/17
CN-104604318-B;12/03/19
DE-112012001320-B4;23/04/20
EP-2718735-B1;03/02/16
EP-3573104-B1;13/04/22
CN-107220026-B;31/03/20
US-9250445-B2;02/02/16
CN-104823152-B;24/10/17
CN-103891357-B;06/04/18
US-9151681-B2;06/10/15
JP-6204374-B2;27/09/17
CN-105493635-B;08/01/19
JP-6941166-B2;29/09/21
US-9065239-B2;23/06/15
US-10165329-B2;25/12/18
US-10416839-B2;17/09/19
US-9414775-B2;16/08/16
US-11764669-B2;19/09/23
CN-105339897-B;14/12/18
US-9316695-B2;19/04/16
CN-205055239-U;02/03/16
RU-2597877-C2;20/09/16
US-9317627-B2;19/04/16
CN-104461954-B;10/11/17
US-9350548-B2;24/05/16
CN-105722462-B;19/07/19
CN-104283444-B;19/02/19
US-11221680-B1;11/01/22
CN-106133646-B;09/07/19
US-9785495-B1;10/10/17
US-10247832-B2;02/04/19
CN-113645408-B;14/04/23
KR-102419890-B1;13/07/22
US-9313360-B2;12/04/16
US-9995683-B2;12/06/18
JP-5908541-B2;26/04/16
KR-101853242-B1;27/04/18
US-10068490-B2;04/09/18
EP-3044313-B1;06/11/19
US-11784780-B2;10/10/23
US-11355955-B2;07/06/22
JP-7068292-B2;16/05/22
US-9715903-B2;25/07/17
JP-6863709-B2;21/04/21
US-11770371-B2;26/09/23
TW-I719935-B;01/03/21
US-11309954-B2;19/04/22
JP-6640105-B2;05/02/20
US-11896884-B2;13/02/24
US-11729580-B2;15/08/23
CA-3016169-C;23/01/24
US-11010684-B2;18/05/21
CN-106716227-B;10/12/21
US-9772223-B2;26/09/17
US-10596387-B2;24/03/20
TW-I702495-B;21/08/20
CN-106294000-B;26/07/19
CN-105389866-B;20/10/17
EP-3134825-B1;04/10/23
CN-113407053-B;19/04/22
CN-111128311-B;28/04/23
US-11296956-B2;05/04/22
US-9673932-B2;06/06/17
CA-2974106-C;01/10/19
US-12150740-B2;26/11/24
US-10148441-B2;04/12/18
US-11412385-B2;09/08/22
CN-110676870-B;21/09/21
US-10037841-B2;31/07/18
EP-3071736-B1;17/11/21
US-10930855-B2;23/02/21
CN-113596810-B;11/10/22
TW-I790848-B;21/01/23
US-10572990-B2;25/02/20
US-11527220-B1;13/12/22
US-11054857-B2;06/07/21
CN-207503200-U;15/06/18
US-10044076-B2;07/08/18
CN-111724775-B;28/07/23
CN-112398855-B;07/04/23
US-11268806-B2;08/03/22
US-10330632-B2;25/06/19
TW-I748959-B;11/12/21
US-10411067-B2;10/09/19
US-12088707-B2;10/09/24
CN-106961114-B;19/07/19
CN-107408223-B;05/02/21
CN-111385139-B;24/08/21
CN-108965954-B;02/08/22
US-12060412-B2;13/08/24
EP-3383793-B1;17/04/24
US-11749285-B2;05/09/23
JP-6469631-B2;13/02/19
US-12055545-B2;06/08/24
ES-2969779-T3;22/05/24
CN-109934582-B;19/12/23
US-11398605-B2;26/07/22
US-11645860-B2;09/05/23
JP-6836529-B2;03/03/21
CN-108090838-B;29/09/20
CN-111612168-B;15/06/21
US-11394674-B2;19/07/22
CN-114092595-B;04/11/22
CN-108134669-B;08/12/20
US-10324059-B2;18/06/19
US-9973558-B2;15/05/18
US-10567943-B2;18/02/20
JP-6542297-B2;10/07/19
CN-108874380-B;25/06/21
US-11935350-B2;19/03/24
CN-112399816-B;05/01/24
US-10594713-B2;17/03/20
JP-7496662-B2;07/06/24
JP-5973626-B2;23/08/16
US-10462568-B2;29/10/19
CN-113220139-B;02/08/22
US-10902078-B2;26/01/21
US-10025119-B2;17/07/18
CN-113325941-B;12/07/22
AU-2021204744-B2;08/09/22
JP-6508554-B2;08/05/19
US-9773208-B2;26/09/17
CN-111666119-B;21/11/23
JP-6929647-B2;01/09/21
US-10194221-B2;29/01/19
US-11384155-B2;12/07/22
EP-3766222-B1;23/11/22
TW-I824054-B;01/12/23
US-10187687-B2;22/01/19
US-10789463-B2;29/09/20
EP-3609125-B1;09/06/21
US-11271533-B2;08/03/22
CN-113592887-B;02/09/22
US-10416768-B2;17/09/19
CN-113824834-B;05/05/23
US-10881316-B2;05/01/21
US-11243758-B2;08/02/22
US-12126603-B2;22/10/24
US-11297164-B2;05/04/22
US-11615331-B2;28/03/23
JP-6787947-B2;18/11/20
US-11838350-B2;05/12/23
US-11574488-B2;07/02/23
TW-I713995-B;21/12/20
CN-110781688-B;07/11/23
JP-7229261-B2;27/02/23
CN-111448311-B;19/11/24
US-11165009-B2;02/11/21
KR-102269750-B1;25/06/21
US-11568211-B2;31/01/23
US-11226398-B2;18/01/22
JP-7072464-B2;20/05/22
US-10551314-B2;04/02/20
US-10908439-B2;02/02/21
US-11216556-B2;04/01/22
US-11416588-B2;16/08/22
KR-102652695-B1;28/03/24
JP-7194284-B2;21/12/22
US-11566279-B2;31/01/23
JP-6790167-B2;25/11/20
CN-110488629-B;29/01/21
JP-6718541-B2;08/07/20
TW-I861001-B;11/11/24
US-10893226-B2;12/01/21
US-11722158-B2;08/08/23
US-11816105-B2;14/11/23
KR-102680240-B1;02/07/24
US-11473129-B2;18/10/22
US-10770436-B2;08/09/20
US-11797143-B2;24/10/23
US-11550444-B2;10/01/23
CN-111090876-B;17/07/20
JP-7482733-B2;14/05/24
JP-7060655-B2;26/04/22
JP-7381508-B2;15/11/23
US-11971616-B1;30/04/24
US-11847336-B1;19/12/23
AU-2022287638-B2;05/12/24
US-11736460-B2;22/08/23
KR-102725305-B1;01/11/24
US-11864890-B2;09/01/24
US-11864939-B2;09/01/24
US-11561177-B2;24/01/23
US-11748054-B2;05/09/23
US-10707401-B2;07/07/20
US-12021527-B2;25/06/24
US-11762196-B2;19/09/23
US-12105500-B2;01/10/24
US-12028567-B2;02/07/24
US-12157047-B2;03/12/24
US-11972153-B1;30/04/24
US-12048223-B2;23/07/24
US-11991788-B2;21/05/24
US-12086717-B2;10/09/24
US-12184769-B2;31/12/24
JP-7592819-B2;02/12/24
RU-2730442-C1;21/08/20
EP-2942649-B1;16/01/19
US-11869408-B2;09/01/24
US-11863546-B2;02/01/24
JP-6087716-B2;01/03/17
US-10621294-B2;14/04/20
US-11764339-B2;19/09/23
US-10331957-B2;25/06/19
US-11662067-B2;30/05/23
US-11829847-B2;28/11/23
US-12177339-B2;24/12/24
KR-101492845-B1;12/02/15
US-11990905-B1;21/05/24
US-12153580-B2;26/11/24
US-12039559-B2;16/07/24
US-12039407-B2;16/07/24
CN-103477661-B;05/10/16
US-9417257-B2;16/08/16
EP-2966492-B1;21/10/20
US-10672390-B2;02/06/20
US-11799977-B2;24/10/23
US-12107635-B2;01/10/24
CN-108459503-B;30/03/21
US-12112234-B2;08/10/24
CN-105144275-B;01/08/17
US-11995513-B2;28/05/24
US-9311722-B2;12/04/16
CN-104937590-B;19/10/18
US-9000347-B2;07/04/15
CN-103892801-B;26/01/18
US-11423115-B2;23/08/22
CN-105009291-B;19/06/18
US-11405218-B1;02/08/22
US-11625761-B2;11/04/23
US-11880741-B2;23/01/24
AU-2020289854-B2;10/03/22
US-11900216-B2;13/02/24
US-10915831-B2;09/02/21
US-11320588-B1;03/05/22
AU-2019357843-B2;28/11/24
US-9363544-B2;07/06/16
US-11815937-B2;14/11/23
JP-7584589-B2;15/11/24
US-12140920-B2;12/11/24
CN-104034336-B;21/12/18
US-12149632-B2;19/11/24
US-12131226-B2;29/10/24
CN-114946169-B;02/02/24
US-11991275-B2;21/05/24
EP-3049235-B1;25/08/21
US-11748651-B2;05/09/23
US-11593707-B2;28/02/23
US-12033031-B2;09/07/24
US-12088706-B2;10/09/24
US-11861400-B2;02/01/24
EP-2822468-B1;01/11/17
US-10841295-B1;17/11/20
CN-111474158-B;01/10/21
US-11831777-B2;28/11/23
CN-104379291-B;14/12/16
CA-2877902-C;14/09/21
US-11989256-B2;21/05/24
US-11941486-B2;26/03/24
US-11836574-B2;05/12/23
CN-105659557-B;01/11/19
US-10706366-B2;07/07/20
JP-7208325-B2;18/01/23
JP-6718994-B2;08/07/20
US-11599450-B2;07/03/23
US-11942947-B2;26/03/24
US-11163928-B2;02/11/21
CN-112558612-B;30/08/22
US-11750179-B2;05/09/23
US-9280884-B1;08/03/16
US-9443366-B2;13/09/16
US-11621836-B2;04/04/23
US-8952394-B2;10/02/15
CN-111178546-B;23/05/23
US-11544616-B2;03/01/23
US-11605772-B2;14/03/23
US-11748648-B2;05/09/23
US-11601272-B2;07/03/23
US-11727829-B1;15/08/23
US-9311807-B2;12/04/16
US-11716617-B2;01/08/23
US-9729945-B2;08/08/17
JP-7505245-B2;25/06/24
US-12058248-B2;06/08/24
US-11115200-B2;07/09/21
AU-2021336875-B2;02/11/23
US-11700777-B2;11/07/23
US-11102619-B2;24/08/21
US-11900218-B2;13/02/24
US-11580321-B2;14/02/23
US-9380245-B1;28/06/16
CN-111461334-B;15/10/21
US-11387913-B2;12/07/22
US-11288121-B2;29/03/22
US-12039408-B2;16/07/24
US-10922381-B2;16/02/21
US-10579925-B2;03/03/20
EP-3589581-B1;05/06/24
CN-112651509-B;22/04/22
AU-2023270187-B2;26/09/24
US-11736096-B2;22/08/23
US-11924334-B2;05/03/24
AU-2023201299-B2;18/04/24
EP-3593296-B1;09/10/24
US-RE48379-E;05/01/21
CN-105809279-B;31/05/19
CN-113645693-B;21/01/22
US-11948045-B2;02/04/24
US-9691033-B2;27/06/17
US-11251959-B2;15/02/22
US-10748079-B2;18/08/20
US-9792277-B2;17/10/17
US-12001726-B2;04/06/24
US-11921908-B2;05/03/24
US-11444769-B2;13/09/22
US-9278231-B2;08/03/16
US-11956266-B2;09/04/24
US-12073300-B2;27/08/24
US-10757083-B2;25/08/20
US-9157735-B2;13/10/15
US-11120357-B2;14/09/21
JP-7301156-B2;30/06/23
US-12056383-B2;06/08/24
EP-3520039-B1;14/02/24
US-11823293-B2;21/11/23
US-12028450-B2;02/07/24
US-10439108-B2;08/10/19
US-9332251-B2;03/05/16
US-11657146-B2;23/05/23
US-12038927-B2;16/07/24
US-12086688-B2;10/09/24
US-12051005-B2;30/07/24
US-11941279-B2;26/03/24
US-12066632-B2;20/08/24
US-10599989-B2;24/03/20
EP-4285456-B1;04/12/24
US-11847020-B1;19/12/23
EP-3036530-B1;25/03/20
CN-105993083-B;03/07/18
JP-7210650-B2;23/01/23
US-10943179-B2;09/03/21
AU-2023203407-B2;15/08/24
US-11038537-B2;15/06/21
US-11947683-B2;02/04/24
US-10116443-B1;30/10/18
US-12021532-B2;25/06/24
US-11838359-B2;05/12/23
US-11411979-B2;09/08/22
US-11720691-B2;08/08/23
US-9279153-B2;08/03/16
US-12120151-B2;15/10/24
US-11652627-B2;16/05/23
US-12086684-B2;10/09/24
CN-113805743-B;11/08/23
US-11614893-B2;28/03/23
JP-7200204-B2;06/01/23
JP-5795659-B2;14/10/15
US-11748030-B1;05/09/23
EP-3151918-B1;15/08/18
US-9519795-B2;13/12/16
CN-111247538-B;16/08/24
KR-102213752-B1;05/02/21
AU-2021245164-B2;28/09/23
US-12067118-B2;20/08/24
JP-7515504-B2;12/07/24
US-11675520-B2;13/06/23
US-11687418-B2;27/06/23
CN-105899936-B;24/12/19
US-12066900-B2;20/08/24
US-12137140-B2;05/11/24
US-9537660-B2;03/01/17
US-11824882-B2;21/11/23
US-11940904-B2;26/03/24
US-11846968-B2;19/12/23
US-11595196-B2;28/02/23
US-10574446-B2;25/02/20
CN-107053861-B;19/11/19
US-11188843-B2;30/11/21
JP-7175875-B2;21/11/22
US-10802800-B1;13/10/20
US-11658814-B2;23/05/23
CA-2906728-C;12/07/22
US-11757656-B2;12/09/23
JP-7189966-B2;14/12/22
US-11586365-B2;21/02/23
